Source,Country,State,District,Year,Topic,Type,Indicator,Value
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tripura,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Domestic Tourists to ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttar Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Domestic Tourists to ASI Ticketed Monuments ,6327566000.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttarakhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Domestic Tourists to ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,West Bengal,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Domestic Tourists to ASI Ticketed Monuments ,704929000.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Andaman and Nicobar Islands,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Andhra Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,0.7
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Arunachal Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Assam,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,0.6
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Bihar,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,1.9
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Chandigarh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,0.3
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Chhattisgarh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,0.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Dadra and Nagar Haveli and Daman and Diu,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Delhi,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,14.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Goa,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,2.5
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Gujarat,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,3.3
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Haryana,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Himachal Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,0.5
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Jammu and Kashmir,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,0.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Jharkhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,5.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Karnataka,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,7.4
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Kerala,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,2.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Ladakh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,0.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Lakshadweep,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Madhya Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,6.4
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Maharashtra,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,6.7
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Manipur,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Meghalaya,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Mizoram,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Nagaland,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Odisha,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,3.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Puducherry,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Punjab,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Rajasthan,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,6.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Sikkim,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tamil Nadu,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,6.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Telangana,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,5.7
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tripura,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttar Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,24.3
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttarakhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,West Bengal,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Domestic Tourists visits to  ASI Ticketed Monuments ,2.7
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Andaman and Nicobar Islands,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,1687.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Andhra Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,27551.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Arunachal Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,182.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Assam,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,536.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Bihar,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,1046.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Chandigarh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,5451.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Chhattisgarh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,8.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Dadra and Nagar Haveli and Daman and Diu,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,185.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Delhi,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,100178.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Goa,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,22128.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Gujarat,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,11319.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Haryana,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,4578.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Himachal Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,4932.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Jammu and Kashmir,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,1650.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Jharkhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,1637.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Karnataka,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,72487.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Kerala,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,60487.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Ladakh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,1054.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Lakshadweep,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,4.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Madhya Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,41601.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Maharashtra,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,185643.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Manipur,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,648.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Meghalaya,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,411.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Mizoram,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,234.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Nagaland,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,325.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Odisha,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,2269.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Puducherry,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,321.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Punjab,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,308135.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Rajasthan,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,34806.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Sikkim,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,11508.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tamil Nadu,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,57622.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Telangana,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,5917.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tripura,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,5.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttar Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,44737.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttarakhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,8532.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,West Bengal,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,No. of Foreign tourists  ,34828.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Andaman and Nicobar Islands,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.159959493
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Andhra Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,2.6
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Arunachal Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Assam,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Bihar,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Chandigarh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.5
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Chhattisgarh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Dadra and Nagar Haveli and Daman and Diu,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Delhi,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,9.5
