Source,Country,State,District,Year,Topic,Type,Indicator,Value
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Manipur,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Meghalaya,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Mizoram,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Nagaland,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Odisha,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Puducherry,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Punjab,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Rajasthan,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.5
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Sikkim,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tamil Nadu,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,66.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Telangana,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.7
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tripura,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttar Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,19.7
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttarakhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,West Bengal,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.2
